customer_id,income,income_volatility,credit_limit,loan_amount,transaction_frequency,missed_payment_count,age,employment_type,average_balance,account_tenure,region,debt_to_income,credit_utilization,loan_amount_outstanding,cluster_id
4966,42043.68,0.25,21022,8490.39,31,7,69,contract,2879.57,8,east,0.2019,0.4039,196.41,Medium
4967,48752.27,0.09,8775,4325.33,29,5,62,salaried,19090.56,12,north,0.0887,0.4929,2236.71,Low
4968,71462.16,0.14,20009,7187.22,21,3,59,salaried,29967.17,2,north,0.1006,0.3592,690.12,Low
4969,17972.33,0.28,10065,7188.93,37,6,36,salaried,819.54,5,north,0.4,0.7143,646.95,High
4970,22062.81,0.34,15003,9698.05,32,10,53,salaried,1782.76,6,south,0.4396,0.6464,2763.16,High
4971,96385.51,0.11,21205,5841.62,48,3,69,salaried,7521.39,10,south,0.0606,0.2755,1411.51,Low
4972,36331.31,0.47,34151,22965.21,43,11,41,salaried,725.11,8,north,0.6321,0.6725,3142.07,High
4973,83136.67,0.16,26604,4439.8,57,4,29,contract,9193.47,8,west,0.0534,0.1669,2571.54,Low
4974,70960.2,0.1,14192,3094.13,31,3,26,salaried,30006.63,15,north,0.0436,0.218,2739.55,Low
4975,30845.78,0.27,16657,11435.92,48,5,65,salaried,6493.52,5,east,0.3707,0.6866,10491.64,Medium
4976,40087.74,0.38,30467,14012.82,41,10,55,self-employed,4556.5,9,north,0.3496,0.4599,4069.31,Medium
4977,16263.23,0.3,9758,6675.88,55,13,59,salaried,2458.36,4,north,0.4105,0.6841,5771.79,High
4978,42757.45,0.28,23944,10328.88,20,9,42,contract,6982.4,12,north,0.2416,0.4314,9993.34,Medium
4979,79114.47,0.11,17405,5066.58,62,5,61,salaried,12243.18,9,west,0.064,0.2911,1581.61,Low
4980,26308.31,0.5,26308,16540.85,59,20,25,self-employed,1090.13,11,north,0.6287,0.6287,15501.96,High
4981,81513.38,0.11,17933,3981.08,53,3,62,salaried,49463.13,7,north,0.0488,0.222,1696.06,Low
4982,51103.39,0.11,11243,1768.31,53,2,43,salaried,10224.42,6,south,0.0346,0.1573,820.58,Low
4983,35400.63,0.32,22656,7615.24,67,5,37,self-employed,9025.26,4,north,0.2151,0.3361,3658.33,Medium
4984,18411.87,0.47,17307,16676.98,52,14,32,salaried,1506.18,2,east,0.9058,0.9636,12193.11,High
4985,40531.88,0.31,25130,10395.22,23,9,43,contract,10019.61,8,south,0.2565,0.4137,2709.31,Medium
4986,25713.14,0.38,19542,13359.98,57,8,36,salaried,726.73,6,west,0.5196,0.6837,3211.08,High
4987,68457.79,0.11,15061,5725.3,49,3,23,contract,18234.61,12,south,0.0836,0.3801,3604.2,Low
4988,127410.53,0.16,40771,5014,65,0,50,contract,20827.07,15,west,0.0394,0.123,2795.81,Low
4989,33597.24,0.48,32253,31907.76,39,12,42,salaried,2284.79,3,west,0.9497,0.9893,2266.85,High
4990,34631.73,0.31,21472,14901.55,45,3,29,contract,7126.15,7,east,0.4303,0.694,13448.89,Medium
4991,99919.21,0.11,21982,8923.75,34,0,49,salaried,8621.49,10,north,0.0893,0.406,2593.81,Low
4992,36653.58,0.5,36654,36463.79,26,12,67,self-employed,1254.71,7,east,0.9948,0.9948,27383.14,High
4993,32493.41,0.17,11048,4446.22,26,5,57,self-employed,5849.54,6,south,0.1368,0.4024,2571.78,Medium
4994,33152.73,0.28,18566,7460.8,69,6,43,salaried,1795.49,2,west,0.225,0.4019,4269.3,Medium
4995,46248.24,0.13,12025,7787.11,48,7,33,salaried,4699.07,8,south,0.1684,0.6476,6687.01,Medium
4996,55602.85,0.34,37810,20530.9,42,10,52,self-employed,4767.77,1,west,0.3692,0.543,18076.45,Medium
4997,84903.36,0.15,25471,9914.16,53,4,66,contract,24950.51,13,south,0.1168,0.3892,5553.59,Low
4998,54160.12,0.11,11915,1257.33,39,0,67,contract,13173.09,1,west,0.0232,0.1055,538.66,Low
4999,19442.86,0.36,13999,10996.82,34,15,68,self-employed,508.12,6,east,0.5656,0.7855,6818.78,High
5000,71174.7,0.07,9964,2105.76,52,5,43,salaried,6672.15,5,west,0.0296,0.2113,251.98,Low
5001,92605.77,0.13,24078,3890.84,36,5,65,contract,53963.45,9,north,0.042,0.1616,1634.25,Low
5002,30797.81,0.28,17247,8753.13,39,7,37,contract,6923.49,13,east,0.2842,0.5075,5794.22,Medium
5003,61097.87,0.12,14663,3090.28,32,3,60,salaried,17357.93,12,north,0.0506,0.2108,2357.95,Low
5004,45594.88,0.18,16414,8492,63,3,41,salaried,2892.2,7,south,0.1862,0.5174,6125.26,Medium
5005,79943.46,0.14,22384,2938.59,43,1,22,contract,11615.72,2,south,0.0368,0.1313,513.13,Low
5006,93534.7,0.18,33672,14111.47,66,3,57,contract,22598.79,13,west,0.1509,0.4191,8629.79,Low
5007,20642.02,0.46,18991,18607.85,56,11,26,salaried,1239.71,12,west,0.9015,0.9798,1680.82,High
5008,55800.44,0.2,22320,12315.26,26,4,64,contract,12305.94,7,south,0.2207,0.5518,7339.85,Medium
5009,93695.56,0.06,11243,1766.43,27,4,38,salaried,18193.73,15,east,0.0189,0.1571,1317.64,Low
5010,78451.24,0.14,21966,8778.27,42,1,50,contract,25228.34,3,north,0.1119,0.3996,5542.48,Low
5011,21227.81,0.26,11038,10500.97,33,16,42,salaried,1635.32,1,south,0.4947,0.9513,6562.21,High
5012,36808.04,0.31,22821,17037.95,23,16,53,salaried,5852.83,11,east,0.4629,0.7466,11128.1,High
5013,49673.7,0.19,18876,9541.97,40,9,50,salaried,3895.16,8,north,0.1921,0.5055,3989.06,Medium
5014,42117.2,0.15,12635,4112.36,65,3,37,contract,2611.7,14,west,0.0976,0.3255,1583.22,Medium
5015,65446.6,0.15,19634,6264.67,29,5,63,salaried,25801.03,12,east,0.0957,0.3191,2787.47,Low
5016,58023.33,0.15,17407,5552.61,41,9,52,contract,5358.04,3,east,0.0957,0.319,1173.37,Medium
5017,70311.84,0.08,11250,2709.45,49,2,62,salaried,31791.44,11,south,0.0385,0.2408,1229.63,Low
5018,21233.84,0.39,16562,11780.86,49,7,34,self-employed,1124.6,8,north,0.5548,0.7113,10656.75,High
5019,68660.07,0.13,17852,3091.51,35,2,30,salaried,4646.31,7,south,0.045,0.1732,898.8,Low
5020,41234.69,0.29,23916,15335.14,30,8,67,salaried,8430.34,12,west,0.3719,0.6412,6610.54,Medium
5021,86003.09,0.1,17201,5872.04,41,0,56,salaried,30748.03,15,west,0.0683,0.3414,3793.33,Low
5022,72303.61,0.11,15907,5905.11,48,4,54,salaried,13767.41,2,north,0.0817,0.3712,4530.39,Low
5023,78527.33,0.29,45546,13523.94,44,0,29,self-employed,25133.42,13,north,0.1722,0.2969,122.8,Low
5024,69418.26,0.09,12495,4985.4,33,0,62,salaried,25592.99,14,north,0.0718,0.399,3310.69,Low
5025,87321.55,0.13,22704,5631.62,33,1,48,salaried,23144.74,14,south,0.0645,0.248,807.57,Low
5026,24294.66,0.32,15549,12074.57,21,11,31,salaried,1264.33,1,north,0.497,0.7765,8982.39,High
5027,32685.26,0.13,8498,2832.26,32,8,34,salaried,2463.62,7,north,0.0867,0.3333,385.03,Medium
5028,43748.78,0.12,10500,4492.64,22,4,59,salaried,6321.43,13,south,0.1027,0.4279,3369.92,Medium
5029,26631.48,0.38,20240,12998.55,49,9,67,salaried,1224.57,1,west,0.4881,0.6422,12293.34,High
5030,73809.35,0.17,25095,7344.2,37,5,39,self-employed,13719.05,6,west,0.0995,0.2927,1641.75,Low
5031,10451.2,0.46,9615,9379.39,55,16,35,salaried,1060.17,13,east,0.8974,0.9755,81.87,High
5032,33763.51,0.4,27011,24969.25,40,18,48,salaried,2788.86,11,west,0.7395,0.9244,2769.47,High
5033,64904.93,0.09,11683,3211.64,38,3,44,salaried,5914.04,10,north,0.0495,0.2749,2952.52,Low
5034,29312.94,0.38,22278,16046.46,35,7,28,salaried,2035.61,11,west,0.5474,0.7203,7547.86,High
5035,74307.48,0.13,19320,4477.79,47,4,63,contract,9559.55,10,south,0.0603,0.2318,2407.54,Low
5036,78563.5,0.09,14141,4087.63,23,1,29,contract,27504.47,8,west,0.052,0.2891,625.75,Low
5037,77022.55,0.09,13864,2733.01,70,2,67,salaried,29067.06,7,west,0.0355,0.1971,2697.72,Low
5038,32021.06,0.32,20493,15067.6,34,14,53,salaried,1058.97,4,east,0.4706,0.7353,2749.67,High
5039,47331.79,0.18,17039,8466.88,20,10,53,salaried,10575.09,1,east,0.1789,0.4969,5099.21,Medium
5040,46447.81,0.31,28798,18327.81,67,7,39,contract,9491.13,1,north,0.3946,0.6364,10436.19,Medium
5041,61729.87,0.29,35803,4946.14,66,4,23,self-employed,23470.47,4,south,0.0801,0.1381,323.5,Low
5042,102466.62,0.16,32789,8587.85,35,3,30,contract,12177.22,5,north,0.0838,0.2619,8557.28,Low
5043,14360.25,0.47,13499,9127.5,39,18,60,salaried,826.8,12,south,0.6356,0.6762,5020.64,High
5044,99511.75,0.19,37814,13416.91,52,4,67,self-employed,25810.45,7,south,0.1348,0.3548,2087.26,Low
5045,52606.61,0.2,21043,6908.06,36,1,62,self-employed,21231.69,14,east,0.1313,0.3283,5214.24,Low
5046,107183.11,0.07,15006,4965.56,24,2,21,salaried,22802.53,4,west,0.0463,0.3309,1948.65,Low
5047,86186.04,0.12,20685,6476.53,24,3,49,salaried,8647.74,10,west,0.0751,0.3131,4339.93,Low
5048,39844.9,0.18,14344,8512.21,58,10,70,salaried,3510.11,14,east,0.2136,0.5934,1901.9,Medium
5049,31167.21,0.25,15584,5635.54,32,4,54,contract,3844.47,12,north,0.1808,0.3616,5197.47,Medium
5050,79760.21,0.19,30309,5283.5,63,3,33,contract,15370,1,west,0.0662,0.1743,216.3,Low
5051,86881.25,0.14,24327,9330.85,55,3,21,salaried,17578.12,11,north,0.1074,0.3836,188.82,Low
5052,80860.69,0.12,19407,2963.65,49,2,54,salaried,51667.21,10,west,0.0367,0.1527,2563.06,Low
5053,73891.64,0.19,28079,10973,23,2,49,contract,26357.82,7,north,0.1485,0.3908,5971.48,Low
5054,19910.04,0.33,13141,8748.87,42,19,68,salaried,3021.8,2,south,0.4394,0.6658,2987.76,High
5055,97719.64,0.11,21498,10676.55,40,0,67,salaried,32169.34,13,south,0.1093,0.4966,1506.93,Low
5056,75205.32,0.15,22562,2663.49,40,1,33,salaried,32055.3,11,west,0.0354,0.1181,159.32,Low
5057,85553.12,0.13,22244,9132.65,25,2,68,salaried,44773.55,2,north,0.1067,0.4106,2698.65,Low
5058,88197.37,0.16,28223,5440.93,43,3,69,contract,20795.9,8,north,0.0617,0.1928,4412.91,Low
5059,32584.2,0.25,16292,6996.63,66,10,49,salaried,1336.36,12,south,0.2147,0.4295,1346.81,Medium
5060,78479.65,0.23,36101,16777.05,50,3,59,self-employed,17839.32,10,north,0.2138,0.4647,16432.75,Low
5061,58132.25,0.13,15114,6387.77,38,6,44,salaried,8753.67,10,east,0.1099,0.4226,5056.58,Medium
5062,84359.26,0.06,10123,2538.98,57,1,46,salaried,31187.7,10,north,0.0301,0.2508,29.97,Low
5063,49457.02,0.31,30663,11433.67,31,8,37,contract,3375.34,5,south,0.2312,0.3729,6284.82,Medium
5064,22031.93,0.43,18947,11953.08,33,18,27,salaried,1262.33,10,east,0.5425,0.6309,4731.76,High
5065,96316.16,0.12,23116,3310.08,69,0,33,salaried,41147.59,2,east,0.0344,0.1432,1469.75,Low
5066,38663.73,0.37,28611,23960.69,31,17,25,contract,3455.21,5,north,0.6197,0.8375,10627.81,High
5067,37241.18,0.27,20110,6409.53,34,3,46,salaried,8803.18,8,south,0.1721,0.3187,5455.47,Medium
5068,91783.35,0.07,12850,2445.03,38,4,69,salaried,25432.95,6,south,0.0266,0.1903,1676.38,Low
5069,31236.96,0.37,23115,10572.92,47,3,23,self-employed,7885.54,3,south,0.3385,0.4574,3073.48,Medium
5070,89127.02,0.06,10695,1533.66,59,1,27,salaried,40061.12,8,east,0.0172,0.1434,790.79,Low
5071,28082.85,0.34,19096,17173.49,60,7,69,salaried,920.11,15,south,0.6115,0.8993,8363.16,High
5072,62837.92,0.23,28905,14122.65,24,5,59,self-employed,15313.15,14,east,0.2247,0.4886,4054.67,Low
5073,54255.52,0.19,20617,13565.79,24,8,21,salaried,12965.04,9,east,0.25,0.658,8417.43,Medium
5074,18027.32,0.41,14782,14507.94,25,17,69,self-employed,895.91,5,west,0.8048,0.9815,9164.14,High
5075,108992.12,0.13,28338,9009.95,42,0,37,salaried,6151.12,13,north,0.0827,0.3179,967.08,Low
5076,82154.17,0.23,37791,6017.28,22,2,63,self-employed,7991.21,2,south,0.0732,0.1592,536.53,Low
5077,43458.47,0.14,12168,6895.85,56,7,45,salaried,6507.31,2,east,0.1587,0.5667,204.56,Medium
5078,38326.67,0.2,15331,4965.24,52,4,23,contract,6976.76,7,north,0.1296,0.3239,2940.96,Medium
5079,29255.29,0.36,21064,16650.07,62,7,35,contract,1147.66,1,east,0.5691,0.7905,16581.67,High
5080,48411.52,0.3,29047,17884.95,40,7,49,salaried,8083.41,10,north,0.3694,0.6157,16251.6,Medium
5081,82135.86,0.18,29569,13068.54,39,2,63,contract,38574.81,12,east,0.1591,0.442,6024.29,Low
5082,37496.9,0.16,11999,5017.36,20,5,52,salaried,4382.31,2,south,0.1338,0.4181,1599.95,Medium
5083,75982.51,0.16,24314,4589.88,58,3,46,self-employed,19445.83,10,west,0.0604,0.1888,3365.58,Low
5084,68933.94,0.17,23438,8807.71,66,4,36,contract,4912.34,4,west,0.1278,0.3758,2953.16,Low
5085,27851.56,0.21,11698,4158.72,36,8,45,salaried,4729.36,1,west,0.1493,0.3555,144.43,Medium
5086,77903.33,0.13,20255,10078.96,48,2,48,salaried,13291.14,4,east,0.1294,0.4976,5214.35,Low
5087,63294.81,0.14,17723,4127.09,27,2,29,salaried,13226.25,13,north,0.0652,0.2329,1323.59,Low
5088,110277.62,0.14,30878,12343.46,45,1,21,salaried,56670.94,12,south,0.1119,0.3997,546.05,Low
5089,63770.66,0.19,24233,14303.04,47,3,49,salaried,9912.29,11,south,0.2243,0.5902,10866.23,Medium
5090,85295.11,0.15,25589,5733.85,53,4,42,salaried,18972.07,13,east,0.0672,0.2241,3286.3,Low
5091,52546.52,0.14,14713,3744.15,45,4,36,salaried,21239.06,10,west,0.0713,0.2545,1306.65,Low
5092,86866.63,0.18,31272,13655.64,32,1,61,self-employed,37992.54,15,east,0.1572,0.4367,5691.59,Low
5093,76727.28,0.06,9207,1760.21,63,3,64,salaried,13590.1,5,north,0.0229,0.1912,137.72,Low
5094,96718.63,0.14,27081,3358.46,56,1,61,salaried,22548.32,9,west,0.0347,0.124,415.06,Low
5095,95283.63,0.06,11434,1816.93,32,3,27,salaried,36158.71,1,east,0.0191,0.1589,761.43,Low
5096,37432.29,0.33,24705,14171.57,57,9,34,self-employed,1844.66,12,north,0.3786,0.5736,2143.96,Medium
5097,74521.74,0.18,26828,5230.8,44,0,49,contract,41074.68,5,west,0.0702,0.195,993.69,Low
5098,40615.48,0.24,19495,10270.87,66,4,39,salaried,11976.88,2,south,0.2529,0.5268,3787.08,Medium
5099,73741.9,0.17,25072,6454.01,42,4,39,self-employed,37885.61,9,north,0.0875,0.2574,3381.88,Low
5100,56240.55,0.17,19122,8553,41,2,22,contract,4389.49,6,south,0.1521,0.4473,4768.59,Low
5101,85735.79,0.11,18862,5563.96,40,0,61,contract,36307.49,2,north,0.0649,0.295,2723.71,Low
5102,45813.57,0.25,22907,8151.31,49,4,65,salaried,8612.89,14,west,0.1779,0.3558,594.65,Medium
5103,41734.77,0.27,22537,14268.94,30,8,35,salaried,7122.66,3,east,0.3419,0.6331,1139.22,Medium
5104,26921.66,0.43,23153,14657.38,23,11,23,salaried,1530.76,14,east,0.5444,0.6331,3014.74,High
5105,84895.83,0.09,15281,6590.66,52,4,31,salaried,31023.08,8,east,0.0776,0.4313,5773.5,Low
5106,56657.2,0.34,38527,12197.58,66,7,66,self-employed,13387.22,1,east,0.2153,0.3166,1360.64,Medium
5107,93436.92,0.15,28031,2843.86,31,5,50,salaried,18460.84,12,north,0.0304,0.1015,2053.67,Low
5108,95478.11,0.22,42010,16897.01,28,4,60,self-employed,49670.7,3,east,0.177,0.4022,13845.18,Low
5109,66531.62,0.1,13306,4311.6,51,2,38,salaried,14997.26,13,east,0.0648,0.324,452.56,Low
5110,63184.5,0.11,13901,2585.68,30,4,68,salaried,17572.34,10,north,0.0409,0.186,1542.87,Low
5111,54513.12,0.27,29437,20204.94,56,5,22,contract,3469.34,1,north,0.3706,0.6864,15539.34,Medium
5112,105622.26,0.15,31687,11242.71,43,1,52,contract,34738.46,11,west,0.1064,0.3548,9030.03,Low
5113,53484.17,0.27,28881,11420.32,26,9,28,self-employed,10374.49,11,north,0.2135,0.3954,331.18,Medium
5114,84947.88,0.11,18689,4978.67,27,3,42,salaried,38851.22,8,south,0.0586,0.2664,2664.58,Low
5115,80103.4,0.17,27235,12671.67,52,0,26,contract,22866.4,1,west,0.1582,0.4653,2361.61,Low
5116,45024.73,0.34,30617,20861.2,44,14,32,salaried,6833.22,13,west,0.4633,0.6814,18551.97,High
5117,53329.23,0.25,26665,17885.39,20,4,67,self-employed,8803.64,5,east,0.3354,0.6707,8313.88,Medium
5118,43001.01,0.24,20640,7981.76,22,10,60,salaried,3107.61,4,east,0.1856,0.3867,3318.28,Medium
5119,109757.46,0.17,37318,4082.95,59,1,56,self-employed,27388.68,7,south,0.0372,0.1094,844.38,Low
5120,105832.16,0.19,40216,8339.79,47,4,35,self-employed,34519.8,14,east,0.0788,0.2074,1636.42,Low
5121,58505.29,0.15,17552,2138.68,62,4,48,contract,26574.18,5,north,0.0366,0.1218,2119.96,Low
5122,16407.39,0.43,14110,9780.75,52,7,69,self-employed,658.26,8,north,0.5961,0.6932,661.49,High
5123,76907.31,0.12,18458,3853.92,65,0,65,contract,47565.02,12,east,0.0501,0.2088,162.12,Low
5124,57757.87,0.23,26569,12399.03,20,4,38,salaried,13741.78,14,east,0.2147,0.4667,3297.04,Medium
5125,20942,0.37,15497,11050.58,57,20,22,self-employed,875.11,11,north,0.5277,0.7131,4050.29,High
5126,17861.03,0.35,12503,11061.35,46,10,33,salaried,990.77,1,west,0.6193,0.8847,4294.3,High
5127,30698.37,0.48,29470,29126.18,57,7,65,salaried,1731.04,5,south,0.9488,0.9883,5585.04,High
5128,25703.18,0.36,18506,5903.5,54,7,35,self-employed,1159.93,4,south,0.2297,0.319,5543.99,Medium
5129,74730.98,0.2,29892,9123.49,29,0,40,contract,16837.99,3,west,0.1221,0.3052,8230.5,Low
5130,17483.25,0.45,15735,11087.99,31,12,49,salaried,1978.87,5,south,0.6342,0.7047,5513.64,High
5131,24942.37,0.49,24444,19190.87,29,11,62,salaried,2322.27,10,east,0.7694,0.7851,14462.67,High
5132,35523.02,0.28,19893,11574.49,53,9,49,salaried,2279.31,15,east,0.3258,0.5818,2601.58,Medium
5133,77723.95,0.07,10881,4904.29,43,3,23,contract,37563.44,3,east,0.0631,0.4507,4192.26,Low
5134,86322.62,0.11,18991,8634.69,47,0,39,salaried,20291.24,8,south,0.1,0.4547,3556.89,Low
5135,81946.5,0.07,11473,1896.02,41,5,23,salaried,53505.17,13,west,0.0231,0.1653,253.18,Low
5136,71941.14,0.1,14388,4676.89,64,2,34,salaried,42873.63,3,east,0.065,0.3251,3709.24,Low
5137,41581.22,0.21,17464,7215.42,35,7,60,salaried,11499.79,1,west,0.1735,0.4132,3468.75,Medium
5138,67545.51,0.34,45931,22925.48,32,4,24,self-employed,8218.24,9,north,0.3394,0.4991,13916.92,Medium
5139,53828.35,0.28,30144,20136.09,55,4,31,contract,9275.78,15,north,0.3741,0.668,18457.39,Medium
5140,76521.61,0.13,19896,2472.4,55,4,51,salaried,37802.02,9,north,0.0323,0.1243,1415.03,Low
5141,46783.23,0.24,22456,12073.74,62,5,63,salaried,3980.34,6,south,0.2581,0.5377,3213.82,Medium
5142,28160.54,0.4,22528,16758.3,42,18,52,contract,2947.19,10,south,0.5951,0.7439,5746.69,High
5143,37380.79,0.32,23924,15484.61,33,4,47,contract,6554.1,1,east,0.4142,0.6472,13261.57,Medium
5144,45021.58,0.21,18909,7323.93,51,10,50,salaried,9646.78,8,north,0.1627,0.3873,5953.88,Medium
5145,34266.45,0.16,10965,4749.98,22,6,63,salaried,5874.41,2,west,0.1386,0.4332,3513.18,Medium
5146,35062.89,0.32,22440,6914.32,46,5,22,contract,6540.23,9,south,0.1972,0.3081,891.58,Medium
5147,31128.07,0.5,31128,24030.17,38,15,69,self-employed,1854.17,14,west,0.772,0.772,4669.91,High
5148,95083.73,0.15,28525,10077.63,41,0,29,contract,23075.68,8,west,0.106,0.3533,7084.47,Low
5149,97300.34,0.08,15568,2778.33,20,2,48,salaried,29642.21,3,east,0.0286,0.1785,772.55,Low
5150,78926.66,0.22,34728,12303.1,24,4,51,self-employed,29705.59,13,east,0.1559,0.3543,8751.74,Low
5151,40066.37,0.36,28848,17247.81,68,9,54,self-employed,5500.68,5,west,0.4305,0.5979,11960.55,Medium
5152,25074.41,0.4,20060,13579.98,52,6,35,contract,1987.93,9,west,0.5416,0.677,7993.59,High
5153,53142.44,0.16,17006,6838.26,70,5,68,contract,25311.85,13,west,0.1287,0.4021,6758.43,Low
5154,100818.29,0.06,12098,5723.65,38,5,45,salaried,61285.18,1,west,0.0568,0.4731,5004.9,Low
5155,39364.53,0.17,13384,2529.47,55,3,56,self-employed,16965.93,9,north,0.0643,0.189,305.16,Low
5156,31811.45,0.35,22268,14563.26,70,17,28,salaried,4231.68,15,west,0.4578,0.654,10679.44,High
5157,65158.08,0.13,16941,3953.4,25,4,29,contract,20936.94,4,south,0.0607,0.2334,3354.85,Low
5158,79878.6,0.19,30354,5351,34,5,57,self-employed,18076.67,4,east,0.067,0.1763,4665.67,Low
5159,67233.18,0.15,20170,8271.69,55,5,68,contract,23449.11,15,south,0.123,0.4101,4254.03,Low
5160,19148.97,0.3,11489,7503.82,52,12,65,salaried,1320.24,4,east,0.3919,0.6531,6435.46,High
5161,20595.44,0.28,11533,3563.85,43,9,59,salaried,3117.76,10,east,0.173,0.309,3044.81,Medium
5162,32301.92,0.15,9691,4271.05,46,7,52,salaried,4686.09,12,east,0.1322,0.4407,2365.89,Medium
5163,93656.13,0.09,16858,6977.38,68,0,37,salaried,22630.87,9,south,0.0745,0.4139,3776.07,Low
5164,32752.1,0.26,17031,9546.2,30,4,55,salaried,5759.1,14,east,0.2915,0.5605,5873.46,Medium
5165,60991.19,0.12,14638,4570.19,68,2,57,contract,6784.08,6,west,0.0749,0.3122,718.67,Low
5166,43919.42,0.24,21081,10185.9,42,5,39,salaried,3343.77,11,west,0.2319,0.4832,7526.39,Medium
5167,21716.19,0.14,6081,3404.07,52,3,64,salaried,4618.96,8,north,0.1568,0.5598,3030.97,Medium
5168,41492.17,0.18,14937,7421.79,60,7,49,contract,3948.65,12,north,0.1789,0.4969,4156.12,Medium
5169,26809.31,0.4,21447,19515.57,65,10,27,contract,3221.22,14,north,0.7279,0.9099,14379.95,High
5170,85564.77,0.1,17113,7642.27,66,1,48,salaried,7648.03,4,west,0.0893,0.4466,3991.59,Low
5171,64438.89,0.06,7733,1310.35,48,3,29,salaried,20561.75,3,south,0.0203,0.1694,736.32,Low
5172,57079.14,0.26,29681,11658.22,50,9,48,salaried,16740.43,14,north,0.2042,0.3928,6727.65,Medium
5173,55212.51,0.14,15460,7814.46,20,6,26,salaried,5886.48,1,west,0.1415,0.5055,1997.62,Medium
5174,54085.59,0.2,21634,9655.56,53,0,49,self-employed,23353.66,10,east,0.1785,0.4463,7389.59,Low
5175,90716.24,0.22,39915,18654.82,37,0,37,self-employed,13040.44,15,south,0.2056,0.4674,7776.29,Low
5176,46515.87,0.33,30700,10755.12,37,6,36,self-employed,3979.46,15,south,0.2312,0.3503,644.65,Medium
5177,87649.01,0.16,28048,6205.74,25,5,43,contract,25777.06,7,west,0.0708,0.2213,3008.01,Low
5178,20686.31,0.4,16549,15023.93,59,7,51,contract,1776.94,4,west,0.7263,0.9078,1867.62,High
5179,32070.65,0.17,10904,7343.49,20,10,23,contract,7084.33,14,east,0.229,0.6735,5869.08,Medium
5180,23959.02,0.4,19167,12122.65,66,7,41,contract,2258.81,8,east,0.506,0.6325,2078.65,High
5181,27647.69,0.5,27648,21781.24,61,14,46,salaried,2820.46,14,east,0.7878,0.7878,19668.43,High
5182,48965.54,0.12,11752,5855.74,49,5,56,salaried,2888.45,3,south,0.1196,0.4983,5201.63,Medium
5183,85138.13,0.06,10217,1056.8,23,2,62,salaried,8355.69,1,south,0.0124,0.1034,938.83,Low
5184,63868.66,0.2,25547,11284.96,51,3,57,self-employed,30368.85,5,north,0.1767,0.4417,3576.55,Low
5185,34594.12,0.41,28367,18238.77,29,10,42,self-employed,3556.01,14,north,0.5272,0.643,5780.89,High
5186,56927.42,0.16,18217,11567.74,62,9,62,salaried,3441.15,2,north,0.2032,0.635,4189.97,Medium
5187,83699.59,0.18,30132,3265.96,24,4,32,contract,13708.68,3,south,0.039,0.1084,2876.57,Low
5188,35469.6,0.15,10641,7376.47,28,5,62,salaried,8755.81,14,east,0.208,0.6932,2813.52,Medium
5189,83938.28,0.12,20145,6244.37,24,1,33,contract,17169.13,6,north,0.0744,0.31,3534.97,Low
5190,73582.47,0.08,11773,2584.52,30,3,31,salaried,10557.35,3,east,0.0351,0.2195,2509.86,Low
5191,74716.04,0.12,17932,6141.96,54,0,36,salaried,26418.78,3,east,0.0822,0.3425,4288.37,Low
5192,90058.45,0.13,23415,4999.49,46,4,28,salaried,26618.33,12,east,0.0555,0.2135,3982.63,Low
5193,22066.25,0.36,15888,10217.43,23,8,60,salaried,1008.88,6,north,0.463,0.6431,4690.82,High
5194,101211.68,0.07,14170,2846.1,29,4,60,salaried,18941.56,5,north,0.0281,0.2009,2155.71,Low
5195,89457.75,0.18,32205,14051.72,58,5,65,self-employed,43031.42,10,east,0.1571,0.4363,11222.55,Low
5196,55078.45,0.23,25336,10104.35,52,4,22,salaried,9342.9,9,north,0.1835,0.3988,6902.6,Medium
5197,18724.61,0.4,14980,11449.89,57,15,50,contract,1690.15,1,west,0.6115,0.7643,11441.93,High
5198,70741.77,0.11,15563,4976.88,27,4,50,salaried,25409.34,13,north,0.0704,0.3198,392.61,Low
5199,32563.16,0.12,7815,5064.09,68,4,32,salaried,5900.58,3,east,0.1555,0.648,4214.37,Medium
5200,99803.79,0.13,25949,2707.36,43,0,30,contract,60643.56,3,east,0.0271,0.1043,587.25,Low
5201,123190.75,0.06,14783,6694.29,58,0,64,salaried,41370.09,11,south,0.0543,0.4528,4198.77,Low
5202,87807.06,0.14,24586,9747.16,52,2,31,salaried,47274.58,6,south,0.111,0.3965,7964.91,Low
5203,47590.56,0.14,13325,6058.99,60,6,35,salaried,6929.58,8,east,0.1273,0.4547,3935.75,Medium
5204,40230.06,0.17,13678,9531.11,62,4,36,salaried,5401.39,3,west,0.2369,0.6968,2607.82,Medium
5205,104251.96,0.12,25020,3090.74,38,5,37,salaried,10252.02,3,south,0.0296,0.1235,948.13,Low
5206,79328.25,0.07,11106,4388.05,21,3,46,salaried,25562.59,6,east,0.0553,0.3951,2633.41,Low
5207,70283.7,0.06,8434,3271.89,30,4,22,salaried,35014.86,8,south,0.0466,0.3879,2962.43,Low
5208,14665.25,0.49,14372,14066.47,54,20,70,salaried,1520.96,6,south,0.9592,0.9787,9241.58,High
5209,34552.39,0.18,12439,7833.72,36,5,32,contract,3139.65,13,east,0.2267,0.6298,3324.27,Medium
5210,45702.49,0.15,13711,7270.05,61,4,46,salaried,4429.74,12,north,0.1591,0.5302,6287.31,Medium
